iter	Logloss
177	0.03991620563
178	0.03966883775
179	0.03925734534
180	0.03922414836
181	0.03920979927
182	0.03884474953
183	0.03846936857
184	0.0380919088
185	0.03784403659
186	0.03752430568
187	0.03734152688
188	0.03698338622
189	0.03689261525
190	0.03679718323
191	0.0366730767
192	0.03663319617
193	0.03655385326
194	0.03632795274
195	0.03626335177
196	0.03602962993
197	0.03571229076
198	0.03541934762
199	0.03523438744
200	0.03506036997
201	0.03476989385
202	0.03463051673
203	0.03430091741
204	0.03407123218
205	0.03380844213
206	0.03366717346
207	0.0335293925
208	0.03330945416
209	0.03313638707
210	0.03289603904
211	0.03276896185
212	0.03255723969
213	0.03248503266
214	0.03242945045
215	0.03225383508
216	0.03214295256
217	0.03185977788
218	0.03180429409
219	0.03166226634
220	0.03152534463
221	0.03125393491
222	0.03121932289
223	0.03117417414
224	0.03113315973
225	0.03108196348
226	0.03083239795
227	0.0307031999
228	0.03043313156
229	0.0303890059
230	0.03011738692
231	0.02994102239
232	0.02976146819
233	0.02967407301
234	0.02950061127
235	0.02944660327
236	0.02926549596
237	0.02904217641
238	0.02885817671
239	0.02861739802
240	0.02857165589
241	0.0283313023
242	0.02818721489
243	0.02802095746
244	0.02793891669
245	0.02779393527
246	0.0275600521
247	0.02753915612
248	0.02750575601
249	0.02721495352
250	0.02703235237
251	0.02701273983
252	0.0268238502
253	0.02673490341
254	0.02657494764
255	0.02644524897
256	0.0264233861
257	0.02637964202
258	0.02615166166
259	0.02604095838
260	0.02593578684
261	0.02576979076
262	0.02562995553
263	0.02553666409
264	0.02548360363
265	0.02545090479
266	0.02542504239
267	0.02541716025
268	0.0252481648
269	0.02503993828
270	0.0248799361
271	0.02486144105
272	0.02466376906
273	0.02462838201
274	0.02452584253
275	0.02437395149
276	0.02428156211
277	0.02418749595
278	0.02415480496
279	0.02412776532
280	0.02396047045
281	0.02391363931
282	0.02373031272
283	0.02361697054
284	0.02360362509
285	0.02357019364
286	0.02340719102
287	0.02323652529
288	0.02322669336
289	0.02298057061
290	0.02278399736
291	0.02275468668
292	0.02272092325
293	0.02269123661
294	0.02253758548
295	0.02224704843
296	0.02211686019
297	0.02207346936
298	0.02205709855
299	0.02198300175
300	0.02195974623
301	0.02192943539
302	0.02172641225
303	0.02153272846
304	0.0213085854
305	0.0211858718
306	0.02112313181
307	0.02101654434
308	0.02089134292
309	0.02073196737
310	0.02062176525
311	0.02059317311
312	0.02056889683
313	0.02047306812
314	0.02029882092
315	0.02027344231
316	0.02025930371
317	0.02018249991
318	0.02015902456
319	0.0200681518
320	0.01990726162
321	0.01979823443
322	0.01964357724
323	0.01940169144
324	0.01938681909
325	0.01932594495
326	0.01930230751
327	0.01926515042
328	0.01916114003
329	0.01904794466
330	0.01902727567
331	0.01893115695
332	0.01887540619
333	0.01880409448
334	0.01877985732
335	0.01871954453
336	0.01856389864
337	0.0185019063
338	0.01848049919
339	0.01843958323
340	0.01832178291
341	0.01829506199
342	0.01820240813
343	0.01818298661
344	0.01805812155
345	0.0180380373
346	0.01795761974
347	0.01793206613
348	0.01791872513
349	0.01785802361
350	0.01775553027
351	0.01774887697
352	0.01772957507
353	0.01764936493
354	0.01761628384
355	0.01753836473
356	0.01752209488
357	0.01742084457
358	0.01734060145
359	0.0172483077
360	0.01722411545
361	0.01720038792
362	0.01714514884
363	0.01713357292
364	0.01705112285
365	0.0170373864
366	0.01701665706
367	0.01694774128
368	0.01685208781
369	0.01674856533
370	0.0166715932
371	0.01654092154
372	0.01645543115
373	0.01637511322
374	0.01622711067
375	0.01611867083
376	0.01605362425
377	0.01601627333
378	0.01588867884
379	0.01582914705
380	0.01574147109
381	0.01571755646
382	0.01569235504
383	0.01558986923
384	0.015574936
385	0.01551193432
386	0.01550200525
387	0.01541794121
388	0.01537613288
389	0.01536622069
390	0.01533787423
391	0.01524059129
392	0.01517631215
393	0.01504823986
394	0.01504587041
395	0.01503148727
396	0.01495934537
397	0.01485130638
398	0.01474651949
399	0.01465158047
400	0.01463134124
401	0.01456879243
402	0.01454829679
403	0.01453410106
404	0.01451159964
405	0.01438930091
406	0.01434164969
407	0.01429701074
408	0.01421069547
409	0.0141879902
410	0.01417403724
411	0.0140936906
412	0.01398203761
413	0.01396708531
414	0.01388821953
415	0.01381104281
416	0.01378918412
417	0.01369751355
418	0.01364092011
419	0.0136209971
420	0.01355212961
421	0.01350584923
422	0.01339443239
423	0.01333933578
424	0.01324248511
425	0.01320913982
426	0.01310058268
427	0.01302723341
428	0.01297207661
429	0.01293418448
430	0.01289231367
431	0.01288118497
432	0.01284747421
433	0.01282004842
434	0.01279681545
435	0.01275544441
436	0.01267854333
437	0.01266164367
438	0.01263066345
439	0.01262923919
440	0.01256507507
441	0.01248433215
442	0.01240838946
443	0.01230140756
444	0.01228929372
445	0.0122206229
446	0.01216352861
447	0.01214945265
448	0.01206060073
449	0.01200487756
450	0.01199268296
451	0.01192244932
452	0.01189207722
453	0.01187982488
454	0.01185062685
455	0.01180850547
456	0.01176650726
457	0.01174093201
458	0.01170486679
459	0.01167564496
460	0.01163397727
461	0.01162073359
462	0.01155973576
463	0.01153841176
464	0.01145451578
465	0.01143361123
466	0.01140608262
467	0.01138085907
468	0.01135411302
469	0.01128220155
470	0.01124417222
471	0.01121218859
472	0.01115391548
473	0.0110821663
474	0.01106212562
475	0.01104332219
476	0.01097468117
477	0.01093388651
478	0.01090480352
479	0.01086373894
480	0.01085353404
481	0.01083536185
482	0.01078391565
483	0.0107585316
484	0.0107243765
485	0.01069275368
486	0.01068380613
487	0.0106140665
488	0.01060419035
489	0.01058992178
490	0.01057881516
491	0.01048825168
492	0.01042682222
493	0.01039618889
494	0.01032732924
495	0.01031561936
496	0.01030332505
497	0.01027796708
498	0.01023158997
499	0.01022451988
500	0.01015739184
501	0.01011954807
502	0.01004985905
503	0.01000750002
504	0.009942172467
505	0.009921116471
506	0.009889602966
507	0.009828714261
508	0.009785601121
509	0.009729317876
510	0.009685416824
511	0.009680953624
512	0.009662000989
513	0.009635010782
514	0.00962366634
515	0.009605198226
516	0.009548749582
517	0.009494540299
518	0.009451645696
519	0.009424337342
520	0.00941794162
521	0.009408906373
522	0.009384469679
523	0.00935890852
524	0.009328535402
525	0.009307613005
526	0.009268863215
527	0.009260658106
528	0.009189422469
529	0.00918215634
530	0.009132141241
531	0.00907429886
532	0.009055521961
533	0.009017880521
534	0.009014119887
535	0.009004324969
536	0.008995430612
537	0.00897565013
538	0.008928370434
539	0.008873135806
540	0.008828968885
541	0.008785066943
542	0.008768146652
543	0.008728527374
544	0.008716618248
545	0.008705205298
546	0.008697340377
547	0.008677675966
548	0.00867225949
549	0.008630320992
550	0.008594065564
551	0.008577087483
552	0.008505657089
553	0.008491245169
554	0.008469720203
555	0.008430013173
556	0.008390933424
557	0.008353189742
558	0.008341448617
559	0.008335786529
560	0.008308944353
561	0.008298870158
562	0.008278941298
563	0.008217347916
564	0.008176783615
565	0.008170424647
566	0.008133151915
567	0.008115588298
568	0.008110632065
569	0.00811061582
570	0.008075000328
571	0.008063174683
572	0.008047850496
573	0.007999800252
574	0.007952160691
575	0.007946286227
576	0.007900363306
577	0.007866538388
578	0.007852434908
579	0.007841196437
580	0.007812319814
581	0.007801529383
582	0.007769617215
583	0.007759225818
584	0.007752105428
585	0.007743623803
586	0.007743623977
587	0.007743623977
588	0.007736610506
589	0.007714337397
590	0.007682305382
591	0.007635826662
592	0.007635831177
593	0.00763582022
594	0.007608415989
595	0.007568589307
596	0.007530833187
597	0.00748338987
598	0.00748338987
599	0.007457583523
600	0.007425035299
601	0.007381200027
602	0.007381197032
603	0.007370758895
604	0.007370764201
605	0.007329206142
606	0.007329206348
607	0.007329201708
608	0.007329215171
609	0.007321101273
610	0.007321101273
611	0.007321070925
612	0.007313840238
613	0.00726572552
614	0.007255769148
615	0.007226200858
616	0.007226210869
617	0.007226210869
618	0.007219179211
619	0.007209201518
620	0.007180785165
621	0.007173926237
622	0.007135273406
623	0.00709524357
624	0.007087826754
625	0.0070503081
626	0.007032808109
627	0.007018665596
628	0.007011719423
629	0.006984330714
630	0.006948292794
631	0.006941874923
632	0.006906944003
633	0.006873111041
634	0.006840308107
635	0.006840308107
636	0.006801510664
637	0.006794669324
638	0.006779594714
639	0.006779582743
640	0.006746480206
641	0.006740170999
642	0.006733427063
643	0.006718993654
644	0.006712149864
645	0.006685961858
646	0.006653974936
647	0.006653974936
648	0.006643275692
649	0.006643299985
650	0.006613212957
651	0.006574802234
652	0.006551740818
653	0.006526643957
654	0.006513264269
655	0.006504292483
656	0.006497852143
657	0.00649125252
658	0.006491245655
659	0.006491245655
660	0.006484463397
661	0.006484436168
662	0.006448366047
663	0.006448356896
664	0.006441780228
665	0.006404704578
666	0.006404702509
667	0.006396406221
668	0.006390382411
669	0.006382488428
670	0.006382475637
671	0.006374084824
672	0.006374068327
673	0.006343912739
674	0.006343912739
675	0.006335624093
676	0.006327819227
677	0.006327819227
678	0.006299041861
679	0.006299052841
680	0.006292100778
681	0.006268476978
682	0.00626846538
683	0.006258034592
684	0.006250272618
685	0.00624282653
686	0.006235219907
687	0.006235225164
688	0.006194140486
689	0.006160981525
690	0.006138646233
691	0.006111200106
692	0.006111200106
693	0.006111210327
694	0.00607439702
695	0.00607439702
696	0.006074368086
697	0.00603640236
698	0.006029047717
699	0.006010764819
700	0.005992933791
701	0.005975540418
702	0.005970275057
703	0.005970279298
704	0.005970268157
705	0.005970276127
706	0.005944381157
707	0.005944380294
708	0.005944375235
709	0.005944374282
710	0.005926702585
711	0.005921093761
712	0.005921106253
713	0.005921106151
714	0.005891920086
715	0.005891932404
716	0.005886366103
717	0.005886366103
718	0.005886366103
719	0.005886355363
720	0.005872529014
721	0.005872519346
722	0.005872519346
723	0.005872513585
724	0.005872479213
725	0.005849854621
726	0.005836526524
727	0.005800708225
728	0.005800710159
729	0.005791011656
730	0.00578026304
731	0.005780261038
732	0.005752069679
733	0.005731766417
734	0.005731766417
735	0.005731770245
736	0.005731755859
737	0.005714744863
738	0.005714748579
739	0.005714743775
740	0.005714765292
741	0.005714738803
742	0.00571473849
743	0.005704396255
744	0.005704382852
745	0.005704389753
746	0.005704390878
747	0.00569558468
748	0.005695582468
749	0.00568517528
750	0.005653593102
751	0.005647217418
752	0.00563237534
753	0.005632399024
754	0.005632390238
755	0.005623784334
756	0.005623785398
757	0.005623785398
758	0.005623786014
759	0.005596761859
760	0.005596777107
761	0.00559676426
762	0.005596768176
763	0.005596768176
764	0.005596757267
765	0.005596760294
766	0.005568513142
767	0.005568513142
768	0.005568500362
769	0.005568500362
770	0.005568498281
771	0.005568495516
772	0.005568495516
773	0.005568487618
774	0.005568487618
775	0.005568487618
776	0.005568478758
777	0.005559506149
778	0.005559485109
779	0.005559483892
780	0.005559478661
781	0.005533971222
782	0.005522591905
783	0.005522583786
784	0.005522599818
785	0.005522602866
786	0.005522605375
787	0.005490487059
788	0.005490486308
789	0.00549048465
790	0.005490487664
791	0.005490473017
792	0.005490463138
793	0.005490456873
794	0.005490451934
795	0.005490451934
796	0.005490433963
797	0.005490437157
798	0.005474323068
799	0.005474321841
800	0.00547431433
801	0.00547430943
802	0.005429591144
803	0.00540015123
804	0.005400159305
805	0.005400148409
806	0.0054001386
807	0.005400129658
808	0.005400124054
809	0.005390294431
810	0.005390301659
811	0.005390301659
812	0.005390301659
813	0.005390297619
814	0.005390297619
815	0.005390292838
816	0.005390292838
817	0.005390292838
818	0.005390292304
819	0.005390299747
820	0.005390296892
821	0.005374844708
822	0.005365236994
823	0.005365234373
824	0.005365232153
825	0.0053652307
826	0.005365229204
827	0.005365236236
828	0.005365225564
829	0.005365237904
830	0.005365224804
831	0.00536523532
832	0.005365236435
833	0.005365219103
834	0.005365217339
835	0.005365207043
836	0.005365212206
837	0.005365206733
838	0.005365214543
839	0.005365204164
840	0.005365207144
841	0.005365199089
842	0.005365188302
843	0.005365186294
844	0.005365184414
845	0.005365179668
846	0.00536517557
847	0.005365162519
848	0.00536514875
849	0.00536514875
850	0.00536515167
851	0.005365169851
852	0.005365148398
853	0.005365150467
854	0.005365154553
855	0.005365158332
856	0.005365154707
857	0.005365134669
858	0.005365145187
859	0.005365144434
860	0.005365130384
861	0.005365124351
862	0.005365132628
863	0.005365132628
864	0.005365133291
865	0.005365133494
866	0.00536511555
867	0.005365126908
868	0.00536510927
869	0.005365111741
870	0.005365103392
871	0.00536512113
872	0.005365112829
873	0.005365112829
874	0.005365112829
875	0.005330494668
876	0.005330505588
877	0.005308632335
878	0.005299297816
879	0.00529929188
880	0.005284326662
881	0.005284324909
882	0.005284323634
883	0.00528431571
884	0.005284318244
885	0.005284308269
886	0.005284293693
887	0.005284321258
888	0.005284304788
889	0.005284304788
890	0.005284304788
891	0.005284298363
892	0.005284302664
893	0.005284302664
894	0.005284302664
895	0.005284297419
896	0.005284287895
897	0.005284299873
898	0.005284292409
899	0.005284295187
900	0.005284277072
901	0.005284255509
902	0.005284266268
903	0.005284270195
904	0.005284256051
905	0.005284262014
906	0.005284256391
907	0.005284256706
908	0.005284261493
909	0.005284251684
910	0.005266336858
911	0.005266341904
912	0.005266320571
913	0.005266324614
914	0.005266333946
915	0.005266325043
916	0.005266325043
917	0.005266320481
918	0.005266320481
919	0.005266309087
920	0.005266309425
921	0.005266323327
922	0.005266306749
923	0.005266318015
924	0.005266306018
925	0.005266331403
926	0.005266306669
927	0.005251725559
928	0.005251717803
929	0.005251694235
930	0.005251698366
931	0.005251693116
932	0.005229123736
933	0.005229138949
934	0.005229138949
935	0.005229133103
936	0.005229133103
937	0.005229123925
938	0.005229121416
939	0.005229115159
940	0.005229115736
941	0.005229112265
942	0.005229112168
943	0.005229112168
944	0.005229112168
945	0.005229121651
946	0.005229122037
947	0.005229111703
948	0.005229098465
949	0.005229089842
950	0.005229089747
951	0.005229069153
952	0.005229079593
953	0.005229083508
954	0.005229067446
955	0.005214775315
956	0.005214775315
957	0.005214763439
958	0.005200828123
959	0.005200832192
960	0.005200832192
961	0.005200832192
962	0.005200832192
963	0.005200832192
964	0.005200833039
965	0.005187217667
966	0.005172960666
967	0.005172960666
968	0.005148865553
969	0.005129216591
970	0.005129219483
971	0.005129219483
972	0.005129211766
973	0.005129200283
974	0.00512921811
975	0.00512921811
976	0.005129209098
977	0.005129191773
978	0.005129185062
979	0.005129192853
980	0.005129178802
981	0.005129175217
982	0.005129168838
983	0.005129174314
984	0.005129155725
985	0.005129166377
986	0.005129152242
987	0.00512915057
988	0.005129137248
989	0.005129141529
990	0.005129141529
991	0.005129136174
992	0.005129118699
993	0.005129148426
994	0.005129117839
995	0.005129117859
996	0.005129120995
997	0.005129107281
998	0.005129109096
999	0.005129110602
